A,B,C,D
0.2343692779541016,0.0007205009460449219,0.0003299713134765625,0.202431577205658
0.3520863056182861,0.0008265972137451173,0.0004341602325439453,0.202431577205658
0.3126084804534912,0.0007185935974121094,0.00029850006103515625,0.202431577205658
0.35164380073547363,0.0007572174072265625,0.0005631446838378906,0.202431577205658
0.2839670181274414,0.0005748271942138673,0.0002224445343017578,0.202431577205658
0.31407713890075684,0.00081634521484375,0.0003287792205810547,0.202431577205658
0.2239983081817627,0.0003130435943603516,8.916854858398438e-05,0.202431577205658
0.2872059345245361,0.0008869171142578125,0.00032448768615722656,0.202431577205658
0.2413990497589112,0.0005404949188232422,0.0001697540283203125,0.202431577205658
0.1715545654296875,0.00022602081298828125,8.177757263183594e-05,0.202431577205658
0.2070331573486328,0.00031447410583496094,8.273124694824219e-05,0.202431577205658
0.3440117835998535,0.0006668567657470702,0.0003936290740966797,0.202431577205658
0.2430624961853028,0.000402212142944336,0.00021195411682128904,0.202431577205658
0.17504096031188965,0.00032448768615722656,0.00012373924255371094,0.202431577205658
0.2978246212005615,0.0006630420684814452,0.0003147125244140625,0.202431577205658
0.290034294128418,0.0007147789001464844,0.00025272369384765625,0.202431577205658
0.24834275245666504,0.0004951953887939453,0.00016021728515625,0.202431577205658
0.35007786750793457,0.0009052753448486328,0.0003123283386230469,0.202431577205658
0.28243303298950195,0.0003616809844970703,0.00013017654418945312,0.202431577205658
0.4835469722747803,0.005673646926879883,0.0005409717559814453,0.202431577205658
0.3946208953857422,0.002785921096801758,0.0004258155822753906,0.202431577205658
0.520268440246582,0.0022144317626953125,0.0004820823669433594,0.202431577205658
0.20798373222351074,0.0003044605255126953,8.416175842285156e-05,0.202431577205658
0.30976033210754395,0.0009484291076660156,0.0003194808959960937,0.202431577205658
0.4974298477172852,0.0010569095611572266,0.001613616943359375,0.202431577205658
0.19299840927124026,0.00028824806213378906,7.939338684082031e-05,0.202431577205658
0.2362213134765625,0.000530242919921875,0.00019741058349609367,0.202431577205658
0.2191333770751953,0.0003333091735839844,0.00016832351684570312,0.202431577205658
0.6295802593231201,0.0012102127075195312,0.002793788909912109,0.202431577205658
0.2395303249359131,0.0003879070281982422,0.00013208389282226562,0.202431577205658
0.30484986305236816,0.0007116794586181643,0.00022459030151367188,0.202431577205658
0.3271369934082031,0.0007598400115966798,0.0003085136413574219,0.202431577205658
