A,B,C
0.22431159019470207,5.960464477539064e-06,0.0005812644958496094
0.2733154296875,3.814697265625e-06,0.0006320476531982423
0.2926812171936035,2.6226043701171875e-06,0.0005292892456054689
0.28904032707214355,5.4836273193359375e-06,0.0009682178497314453
0.2363083362579345,3.5762786865234375e-06,0.0005273818969726561
0.28611087799072266,3.0994415283203125e-06,0.0006918907165527344
0.181431531906128,3.337860107421875e-06,0.00045800209045410156
0.2469022274017334,2.86102294921875e-06,0.00048661231994628906
0.2531135082244873,3.337860107421875e-06,0.0005609989166259767
0.17373275756835938,2.6226043701171875e-06,0.0005483627319335939
0.16897273063659668,3.0994415283203125e-06,0.0006060600280761719
0.34423279762268066,5.245208740234375e-06,0.00098419189453125
0.21299362182617188,3.0994415283203125e-06,0.0004367828369140625
0.17034411430358887,3.0994415283203125e-06,0.0008695125579833982
0.2763988971710205,4.291534423828125e-06,0.0008108615875244143
0.27963781356811523,2.86102294921875e-06,0.0005908012390136719
0.2250499725341797,5.0067901611328125e-06,0.0007150173187255857
0.2574470043182373,3.0994415283203125e-06,0.0004677772521972656
0.1698622703552246,4.0531158447265625e-06,0.0009610652923583984
0.34364914894104004,3.337860107421875e-06,0.0005030632019042969
0.27934741973876953,3.814697265625e-06,0.0007135868072509768
0.28894710540771484,3.5762786865234375e-06,0.0008630752563476562
0.17610669136047366,2.6226043701171875e-06,0.00042629241943359375
0.28394055366516113,3.0994415283203125e-06,0.0005114078521728517
0.3913435935974121,4.0531158447265625e-06,0.0005276203155517578
0.17393040657043454,3.814697265625e-06,0.0007913112640380857
0.2290806770324707,4.0531158447265625e-06,0.0008730888366699219
0.21286320686340326,2.86102294921875e-06,0.0006167888641357423
0.5628113746643066,3.5762786865234375e-06,0.0005626678466796875
0.18746662139892573,2.86102294921875e-06,0.0004303455352783203
0.2867908477783203,3.337860107421875e-06,0.0006768703460693357
0.3102285861968994,4.529953002929688e-06,0.0005857944488525393
0.18170380592346191,2.6226043701171875e-06,0.00046253204345703125
0.3082804679870605,4.291534423828125e-06,0.0007739067077636719
0.2745261192321777,3.5762786865234375e-06,0.0006070137023925781
0.236891508102417,5.4836273193359375e-06,0.0009067058563232422
0.19936466217041016,3.337860107421875e-06,0.0004870891571044922
0.29198431968688965,3.337860107421875e-06,0.0005400180816650392
0.18844890594482425,2.86102294921875e-06,0.00042366981506347656
0.2741718292236328,2.384185791015625e-06,0.0005517005920410156
0.2860274314880371,3.814697265625e-06,0.0005645751953125
0.19475674629211426,3.0994415283203125e-06,0.0004839897155761719
0.27675724029541016,2.86102294921875e-06,0.0006880760192871094
0.17888665199279785,3.0994415283203125e-06,0.0005545616149902344
0.37225985527038574,3.0994415283203125e-06,0.0005278587341308594
0.2682061195373535,2.6226043701171875e-06,0.0004839897155761719
0.2261326313018799,3.337860107421875e-06,0.0005118846893310547
0.2478327751159668,3.814697265625e-06,0.0008800029754638672
0.2526671886444092,3.337860107421875e-06,0.0005486011505126953
0.2559852600097656,3.0994415283203125e-06,0.0007877349853515625
0.5863058567047119,3.5762786865234375e-06,0.0006077289581298827
0.18941998481750488,4.529953002929688e-06,0.0009181499481201172
0.32693004608154297,3.0994415283203125e-06,0.0007169246673583982
0.32686471939086914,4.529953002929688e-06,0.0008640289306640625
0.26961541175842285,3.0994415283203125e-06,0.0006015300750732423
0.2809164524078369,3.0994415283203125e-06,0.0005273818969726561
0.36289620399475103,4.291534423828125e-06,0.0005414485931396483
0.2484681606292725,3.5762786865234375e-06,0.0006422996520996094
0.2617008686065674,3.5762786865234375e-06,0.0005648136138916018
0.2138643264770508,3.5762786865234375e-06,0.0004258155822753906
0.23782968521118164,2.86102294921875e-06,0.0004332065582275391
0.1754148006439209,2.86102294921875e-06,0.0004756450653076172
0.1996450424194336,3.0994415283203125e-06,0.00047516822814941406
0.1809301376342773,2.6226043701171875e-06,0.0005714893341064452
0.2381706237792969,2.86102294921875e-06,0.0004584789276123047
0.23217535018920896,2.384185791015625e-06,0.0005156993865966797
0.2359664440155029,3.0994415283203125e-06,0.00044727325439453125
0.3962411880493164,4.0531158447265625e-06,0.000598907470703125
0.3355331420898437,3.337860107421875e-06,0.0005016326904296875
0.2584192752838135,2.86102294921875e-06,0.0005638599395751952
0.3152954578399658,3.5762786865234375e-06,0.0008602142333984375
0.14464187622070312,2.1457672119140625e-06,0.0004763603210449219
0.17772936820983887,7.390975952148436e-06,0.0005271434783935547
0.2438464164733887,3.0994415283203125e-06,0.0004811286926269531
0.3208961486816406,2.86102294921875e-06,0.00055694580078125
0.2118628025054932,3.0994415283203125e-06,0.00045418739318847656
0.20953679084777832,2.384185791015625e-06,0.0005631446838378906
0.22774386405944824,3.5762786865234375e-06,0.0005846023559570312
0.24697303771972656,2.86102294921875e-06,0.0005700588226318357
0.1894333362579345,2.1457672119140625e-06,0.0004820823669433594
0.1942613124847412,3.0994415283203125e-06,0.0009102821350097656
0.16738390922546387,3.337860107421875e-06,0.0007128715515136719
0.2058863639831543,3.5762786865234375e-06,0.0004544258117675781
0.2554802894592285,2.86102294921875e-06,0.00048232078552246094
0.18422746658325195,2.6226043701171875e-06,0.0007088184356689452
0.3094961643218994,3.0994415283203125e-06,0.0006549358367919923
0.19279193878173828,3.814697265625e-06,0.0004317760467529297
0.1775195598602295,4.0531158447265625e-06,0.0007879734039306643
0.3144032955169678,5.0067901611328125e-06,0.0005421638488769531
0.30861258506774897,3.337860107421875e-06,0.0005183219909667969
0.31321001052856445,3.814697265625e-06,0.0005037784576416017
0.2588140964508057,3.337860107421875e-06,0.0007328987121582031
0.3632259368896485,4.291534423828125e-06,0.0004723072052001953
0.2637789249420166,3.5762786865234375e-06,0.0005505084991455078
0.3680062294006348,3.337860107421875e-06,0.0005009174346923828
0.3397090435028076,3.337860107421875e-06,0.0008571147918701173
0.4176790714263916,6.67572021484375e-06,0.0007266998291015625
0.22111034393310547,2.6226043701171875e-06,0.0005290508270263672
0.2640674114227295,3.0994415283203125e-06,0.00046634674072265625
0.3878645896911621,4.291534423828125e-06,0.0005974769592285156
0.15546131134033206,3.0994415283203125e-06,0.0004286766052246094
0.31046390533447266,3.337860107421875e-06,0.0005006790161132811
0.19374775886535645,3.337860107421875e-06,0.0005984306335449219
0.21843457221984866,2.86102294921875e-06,0.0004622936248779297
0.20111799240112305,3.337860107421875e-06,0.0005249977111816406
0.4176166057586671,4.529953002929688e-06,0.0005860328674316406
0.21860218048095706,5.960464477539064e-06,0.0005047321319580078
0.16106486320495605,2.86102294921875e-06,0.0004935264587402344
0.1770775318145752,3.337860107421875e-06,0.000415802001953125
0.2022247314453125,3.0994415283203125e-06,0.0005099773406982422
0.31203746795654297,3.814697265625e-06,0.0007550716400146482
0.2337896823883057,2.384185791015625e-06,0.0004320144653320313
0.19593334197998047,3.5762786865234375e-06,0.0013799667358398438
0.17682600021362305,3.5762786865234375e-06,0.00045180320739746094
0.2439432144165039,2.384185791015625e-06,0.00047469139099121083
0.1992805004119873,3.5762786865234375e-06,0.00043129920959472656
0.3652629852294922,4.76837158203125e-06,0.0009593963623046877
0.1942644119262696,2.6226043701171875e-06,0.0005466938018798828
0.3320634365081787,2.6226043701171875e-06,0.00045371055603027344
0.15992426872253418,3.0994415283203125e-06,0.0006458759307861327
0.24503397941589355,3.814697265625e-06,0.0006160736083984375
0.16704273223876953,2.86102294921875e-06,0.0004091262817382813
0.2258744239807129,3.337860107421875e-06,0.0007569789886474607
0.4232532978057861,3.337860107421875e-06,0.0006313323974609375
0.34319138526916504,3.5762786865234375e-06,0.0004792213439941406
0.2635617256164551,2.86102294921875e-06,0.0005030632019042969
0.3410131931304932,7.390975952148436e-06,0.0008692741394042969
0.23732829093933105,3.337860107421875e-06,0.0005562305450439453
0.3668076992034912,1.7642974853515625e-05,0.0009503364562988279
0.3438563346862793,4.76837158203125e-06,0.0008094310760498048
0.2070465087890625,3.337860107421875e-06,0.0007393360137939452
0.16595792770385742,3.337860107421875e-06,0.0006878376007080077
0.3207519054412842,3.337860107421875e-06,0.0005352497100830078
0.25580859184265137,3.337860107421875e-06,0.00054931640625
0.172196626663208,3.337860107421875e-06,0.00061798095703125
0.33734631538391113,3.5762786865234375e-06,0.0008075237274169923
0.21281170845031736,2.384185791015625e-06,0.0006561279296875
0.2165083885192871,2.6226043701171875e-06,0.00044989585876464844
0.26253104209899897,2.86102294921875e-06,0.0006082057952880857
0.20432233810424805,2.384185791015625e-06,0.0004320144653320313
0.2409017086029053,3.337860107421875e-06,0.00046563148498535156
0.20097064971923828,3.337860107421875e-06,0.0005695819854736327
0.2070610523223877,7.867813110351562e-06,0.0008616447448730469
0.2291643619537353,2.384185791015625e-06,0.000499725341796875
0.2268562316894531,2.384185791015625e-06,0.000522613525390625
2.4554505348205566,8.58306884765625e-06,0.0007715225219726562
0.18334174156188965,3.0994415283203125e-06,0.00046825408935546886
0.2228245735168457,3.5762786865234375e-06,0.0006692409515380857
0.1770768165588379,5.4836273193359375e-06,0.00046753883361816406
0.2520713806152344,2.86102294921875e-06,0.0005056858062744142
0.191178560256958,2.86102294921875e-06,0.0004875659942626953
0.3504033088684082,3.337860107421875e-06,0.0007677078247070312
0.2539529800415039,3.5762786865234375e-06,0.0006330013275146482
0.27664756774902344,3.814697265625e-06,0.0005629062652587892
0.17368650436401367,2.6226043701171875e-06,0.0005173683166503906
0.2125582695007324,3.814697265625e-06,0.0006420612335205077
0.21465706825256348,3.5762786865234375e-06,0.0006120204925537107
0.1801013946533203,2.86102294921875e-06,0.0004374980926513672
